,text,page_number
6224,"En particulier, le niveau maximal des imports observés par le passé ne peut pas être interprété comme le niveau de contribution des interconnexions aux marges du système électrique. Cette contribution dépend en effet (i) des capacités d’échange disponibles à l’import (qui devraient augmenter au cours des prochaines années) et (ii) des marges disponibles dans les pays voisins pendant les heures de plus forte tension en France (qui devraient diminuer dans les prochaines années). L’évolution des parcs de production dans les pays voisins joue donc un rôle important dans cette évaluation.",168
6225,"La méthode d’évaluation de la contribution statistique des interconnexions repose sur une simulation du fonctionnement du système électrique durant les périodes de défaillance, afin de déterminer le niveau des imports.",168
6226,Cette méthodologie (i.e. considérer les imports simulés en situation de défaillance) correspond à celle proposée par ENTSO-E (actuellement soumise à consultation publique) pour le calcul du volume de capacités étrangères pouvant participer à un mécanisme de capacité. La contribution des interconnexions définie dans le cadre du mécanisme de capacité français (et réactualisée fin 2019 sur la base de ce Bilan prévisionnel pour les années de livraison 2021 et 2022) respecte cette approche et repose sur le cas de base du,168
6227,"Bilan prévisionnel, mais intégrant une mise en service de l’interconnexion ElecLink entre la France et la Grande-Bretagne en 202169. Le mécanisme de capacité prévoit par ailleurs des dispositions de réduction de la contribution des interconnexions (ici pour la frontière avec la Grande-Bretagne) permettant d’ajuster la contribution réelle en cas de capacité d’échange amoindrie (donc notamment en cas de retard ou absence de cette nouvelle liaison d’interconnexion).",168
6228,"En application de cette méthode, entre les années de livraison 2021 et 2022 du mécanisme de capacité français, la contribution des interconnexions augmente (passant de 9,4 GW à 9,8 GW). Cette augmentation modérée résulte des deux effets : (i) un effet à la hausse du fait de la mise en service annoncée de nouvelles lignes d’interconnexions au cours de l’année 2021 (IFA2 et Savoie-Piemont) et (ii) un effet à la baisse lié à la réduction des marges de capacité dans les pays voisins.",168
6229,"Dans le cadre du mécanisme de capacité français, cette contribution est prise en compte de manière explicite pour l’ensemble des interconnexions à l’exception de celle avec la Suisse (qui est prise en compte de manière implicite, sous forme d’une réduction du niveau d’obligation porté par les fournisseurs).",168
6241,"69. Cet aspect permet d’assurer la cohérence du mécanisme de capacité, puisque la société Getlink porteuse du projet a signé un accord de participation engageant à partir de l’année de livraison 2021",168
6248,"D’une part, la mise en place du mécanisme de capacité français à partir de 2017 a permis d’apporter une rémunération capacitaire à l’ensemble des moyens contribuant à la sécurité d’approvisionnement nationale.",169
6249,"D’autre part, les nombreux déclassements annoncés en Europe semblent conduire à des débouchés importants pour ces centrales à l’échelle européenne. Dans l’ordre de préséance économique, les centrales à cycle combiné au gaz françaises sont en effet appelées après les énergies renouvelables et le nucléaire, mais avant des centrales au gaz plus âgées (et ayant des rendements inférieurs). L’évolution récente des prix des combustibles (notamment baisse du prix du gaz) et du CO2 (augmentation importante du prix du CO2 sur le marché ETS, d’environ 5 €/t en 2017 à près de 25 €/t aujourd’hui) conduit également à une plus forte compétitivité des centrales au gaz par rapport à celles au charbon.",169
6250,Les revenus des moyens de semi-base et de pointe dépendent très fortement des conditions de marché et du mécanisme de capacité,169
6251,"L’analyse simplifiée des revenus des centrales de semi-base et de pointe sur les dernières années montre une très forte volatilité des revenus annuels sur le marché de l’énergie, en fonction des conditions économiques conjoncturelles (évolution des prix de l’électricité, du gaz et des autres combustibles) mais également de phénomènes plus aléatoires tels que l’occurrence ou non de vagues de froid, celles-ci ayant un impact important sur la demande d’électricité.",169
6252,"Sur certaines années marquées par des températures particulièrement douces (par exemple, 2014 et 2015), les revenus annuels des centrales au gaz",169
6253,L’espace économique des centrales à cycle combiné au gaz semble pérenne au titre de leur contribution à la sécurité d’approvisionnement et des débouchés sur les marchés de l’électricité en Europe,169
6254,"Si la grande majorité des moyens de production au charbon et au fioul ont été fermés au cours des dernières années ou seront fermés dans les prochaines années, les centrales au gaz françaises devraient quant à elles se maintenir dans la durée, au vu de perspectives économiques désormais plus favorables et sécurisées.",169
6255,"Ces centrales sont dans l’ensemble récentes et leurs facteurs d’émissions de CO2 sont plus faibles que ceux des centrales au charbon ou au fioul. Elles sont aujourd’hui essentielles pour assurer la sécurité d’approvisionnement et le resteront au cours des prochaines années, dans un contexte où le système électrique français ne dispose plus de marges excédentaires pour mettre en œuvre la transition énergétique.",169
6256,"Leur maintien en disponibilité était pourtant loin d’être acquis il y a quelques années. En particulier, de nombreuses centrales à cycle combiné au gaz européennes ont fait face à d’importantes difficultés financières au cours de la période 2010-2015, conduisant dans de nombreux cas à leur « mise sous cocon », faute de débouchés économiques. Les centrales à cycle combiné au gaz françaises, pourtant récentes, ont notamment été confrontées à ces difficultés économiques et certaines ont été temporairement mises sous cocon (complet ou seulement estival) : le Bilan prévisionnel 2016 envisageait ainsi la possibilité que huit centrales au gaz soient mises sous cocon ou fermées de manière anticipée dès 2017, ce qui aurait conduit à un problème de sécurité d’approvisionnement sur les hivers suivants.",169
