,section_title,text,file,processed_text
2289,Régime normal (N),"Cas général :
* En régime normal (sans indisponibilité), le courant traversant les transformateurs, s’il dépasse le courant nominal, provoque une contrainte qui sera valorisée par l’[END fictive qui éviterait cette contrainte](&A110).",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime normal (N)
Cas général :
* En régime normal (sans indisponibilité), le courant traversant les transformateurs, s’il dépasse le courant nominal, provoque une contrainte qui sera valorisée par l’[END fictive qui éviterait cette contrainte](&A110)."
2290,Régime normal (N),"Cas particulier des transformateurs 225 kV / 63 kV et 225 kV / 90 kV : 
* La contrainte est détectée lorsque le courant traversant le transformateur dépasse In.
* La contrainte est valorisée par l’END fictive qui permettrait de limiter le transit : 
	* à 1,1 In pour les situations correspondant à la période HIVER (ceci afin de limiter le poids de la valorisation d’une contrainte N, cette valeur de 1,1 In correspondant par ailleurs à une TPC de 95°C pour T < 15°C)
	* à In pour les situations correspondant aux périodes intersaison et été",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime normal (N)
Cas particulier des transformateurs 225 kV / 63 kV et 225 kV / 90 kV : 
* La contrainte est détectée lorsque le courant traversant le transformateur dépasse In.
* La contrainte est valorisée par l’END fictive qui permettrait de limiter le transit : 
	* à 1,1 In pour les situations correspondant à la période HIVER (ceci afin de limiter le poids de la valorisation d’une contrainte N, cette valeur de 1,1 In correspondant par ailleurs à une TPC de 95°C pour T < 15°C)
	* à In pour les situations correspondant aux périodes intersaison et été"
2291,Régime dégradé (N-1),"En régime dégradé (N-1), on adopte les valeurs du régime de secours : le courant qui provoque une contrainte est de 1,25 In en hiver et de 1,15 In en été dans le cas général.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime dégradé (N-1)
En régime dégradé (N-1), on adopte les valeurs du régime de secours : le courant qui provoque une contrainte est de 1,25 In en hiver et de 1,15 In en été dans le cas général."
2292,Régime dégradé (N-1),"* Lorsque I > 1,5 In (1) on retiendra un déclenchement ""instantané"" du transformateur, sauf s’il existe un automatisme (2) ramenant cette surcharge à une valeur inférieure à 1,25 In en hiver et 1,15 In en été. On valorise le coût de la défaillance (Cf. l'article Valorisation des stratégies)
* Lorsque I < 1,5 In (1), il convient de s’assurer que des manœuvres permettent de revenir en moins de 20 minutes sous la valeur de 1,25 In en hiver et de 1,15 In en été.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime dégradé (N-1)
* Lorsque I > 1,5 In (1) on retiendra un déclenchement ""instantané"" du transformateur, sauf s’il existe un automatisme (2) ramenant cette surcharge à une valeur inférieure à 1,25 In en hiver et 1,15 In en été. On valorise le coût de la défaillance (Cf. l'article Valorisation des stratégies)
* Lorsque I < 1,5 In (1), il convient de s’assurer que des manœuvres permettent de revenir en moins de 20 minutes sous la valeur de 1,25 In en hiver et de 1,15 In en été."
2293,Régime dégradé (N-1),"* (1) Pour les anciens autotransformateurs (1959-1966) de 300 MVA et certains transformateurs particuliers (cf. ci-dessus)
	* (2) Si I > 2 In l’automatisme ne peut rien faire car le transformateur déclenche en 2 s.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Régime dégradé (N-1)
* (1) Pour les anciens autotransformateurs (1959-1966) de 300 MVA et certains transformateurs particuliers (cf. ci-dessus)
	* (2) Si I > 2 In l’automatisme ne peut rien faire car le transformateur déclenche en 2 s."
2294,Poids et gabarit,"La conception des transformateurs tient compte des possibilités de transport de ces appareils : des limites maximums de poids et de volume sont donc imposées aux constructeurs. Avec la technologie actuelle (des tôles magnétiques, entre autres), il en résulte des puissances maxima réalisables. Par exemple, l'autotransformateur de 600 MVA triphasé actuel est en limite vis-à-vis de ces contraintes de transport.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Poids et gabarit
La conception des transformateurs tient compte des possibilités de transport de ces appareils : des limites maximums de poids et de volume sont donc imposées aux constructeurs. Avec la technologie actuelle (des tôles magnétiques, entre autres), il en résulte des puissances maxima réalisables. Par exemple, l'autotransformateur de 600 MVA triphasé actuel est en limite vis-à-vis de ces contraintes de transport."
2295,Refroidissement,Il existe des appareils à refroidissement naturel en HT/MT (type ONAN : huile et air à circulation naturelle) mais tous les appareils à primaire THT sont à refroidissement forcé (type ODAF: huile dirigée et refroidissement forcé).,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Refroidissement
Il existe des appareils à refroidissement naturel en HT/MT (type ONAN : huile et air à circulation naturelle) mais tous les appareils à primaire THT sont à refroidissement forcé (type ODAF: huile dirigée et refroidissement forcé)."
2296,Bruit,"Parmi les appareils à refroidissement forcé neufs, il existe des transformateurs silencieux (ou à bruit réduit).
Les transformateurs (et autotransformateurs) peuvent être placés dans des cellules d'insonorisation. L'équipement avec des aéroréfrigérants à bruit réduit est possible pour la plupart des appareils. Finalement, pour le planificateur les règles acoustiques que le Service Constructeur doit suivre ont seulement une implication au niveau des coûts.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Bruit
Parmi les appareils à refroidissement forcé neufs, il existe des transformateurs silencieux (ou à bruit réduit).
Les transformateurs (et autotransformateurs) peuvent être placés dans des cellules d'insonorisation. L'équipement avec des aéroréfrigérants à bruit réduit est possible pour la plupart des appareils. Finalement, pour le planificateur les règles acoustiques que le Service Constructeur doit suivre ont seulement une implication au niveau des coûts."
2297,Les différents types de transformateurs,"Les transformateurs en service peuvent être succinctement caractérisés par 3 paramètres électriques :
* les tensions de références aux bornes des enroulements (primaire / secondaire / éventuellement tertiaire),
* la puissance des appareils
* le type de couplage.",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Les différents types de transformateurs
Les transformateurs en service peuvent être succinctement caractérisés par 3 paramètres électriques :
* les tensions de références aux bornes des enroulements (primaire / secondaire / éventuellement tertiaire),
* la puissance des appareils
* le type de couplage."
2298,Les différents types de transformateurs,Les définitions de tous ces termes sont précisés ci-après.,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Les différents types de transformateurs
Les définitions de tous ces termes sont précisés ci-après."
2299,Les différents types de transformateurs,"II existe un grand nombre de types de transformateurs à tension primaire THT ou HT actuellement en service sur le réseau français, dont en voici une liste:",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Les différents types de transformateurs
II existe un grand nombre de types de transformateurs à tension primaire THT ou HT actuellement en service sur le réseau français, dont en voici une liste:"
2300,Les différents types de transformateurs,Les principaux transformateurs à primaire THT et HT sont :,DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Les différents types de transformateurs
Les principaux transformateurs à primaire THT et HT sont :"
2301,Les différents types de transformateurs,"| U primaire | U secondaire | Type		 		| Paliers actuels | Paliers anciens |
|:----------:|:------------:|:-----------------:|:---------------:|:---------------:|
|HTB3		 |HTB2			|Autotransformateur |600 MVA		  |300 MVA			|
|-			 |HTB1			|Transformateur		|240 MVA		  |150 MVA			|
|HTB2		 |HTB1			|Transformateur		|170 MVA		  |70, 100 MVA		|
|-		 	 |HTA			|Transformateur		|NC (domaine RPD) |40, 70, 2x40 MVA	|
|HTB1		 |HTB1			|Transformateur		|100 MVA		  |					|
|-		 	 |HTA			|Transformateur		|NC (domaine RPD) |20, 36 MVA		|",DODER_solutions_caracteristiques_techniques_transfo.md,"Fichier: DODER_solutions_caracteristiques_techniques_transfo.md
Titre: Les différents types de transformateurs
| U primaire | U secondaire | Type		 		| Paliers actuels | Paliers anciens |
|:----------:|:------------:|:-----------------:|:---------------:|:---------------:|
|HTB3		 |HTB2			|Autotransformateur |600 MVA		  |300 MVA			|
|-			 |HTB1			|Transformateur		|240 MVA		  |150 MVA			|
|HTB2		 |HTB1			|Transformateur		|170 MVA		  |70, 100 MVA		|
|-		 	 |HTA			|Transformateur		|NC (domaine RPD) |40, 70, 2x40 MVA	|
|HTB1		 |HTB1			|Transformateur		|100 MVA		  |					|
|-		 	 |HTA			|Transformateur		|NC (domaine RPD) |20, 36 MVA		|"
